""\WFLT`(?=,`)"";""\WFLT`(?=/`)"";""\WFLT`(?=\s`)"";""\WFLAT`(?=,`)"";""\WFLAT`(?=/`)"";""\WFLAT`(?=\s`)""	 Flat	3
""\WFLATS`(?=\s`)"";""\WFLTS`(?=,`)"";""\WFLTS`(?=/`)"";""\WFLTS`(?=\s`)"";""\WFLATS`(?=,`)"";""\WFLATS`(?=/`)""	 Flats	3
""\WFRD`(?=,`)"";""\WFRD`(?=/`)"";""\WFORD`(?=,`)"";""\WFRD`(?=\s`)"";""\WFORD`(?=/`)"";""\WFORD`(?=\s`)""	 Ford	3
""\WFORDS`(?=\s`)"";""\WFRDS`(?=,`)"";""\WFRDS`(?=/`)"";""\WFORDS`(?=,`)"";""\WFRDS`(?=\s`)"";""\WFORDS`(?=/`)""	 Fords	3
""\WFRST`(?=/`)"";""\WFRST`(?=\s`)"";""\WFOREST`(?=,`)"";""\WFOREST`(?=/`)"";""\WFOREST`(?=\s`)"";""\WFORESTS`(?=,`)"";""\WFORESTS`(?=/`)"";""\WFORESTS`(?=\s`)"";""\WFRST`(?=,`)""	 Forest	3
""\WFORGE`(?=/`)"";""\WFORGE`(?=\s`)"";""\WFRG`(?=,`)"";""\WFRG`(?=/`)"";""\WFORG`(?=,`)"";""\WFRG`(?=\s`)"";""\WFORG`(?=/`)"";""\WFORG`(?=\s`)"";""\WFORGE`(?=,`)""	 Forge	3
""\WFORGES`(?=,`)"";""\WFORGES`(?=/`)"";""\WFORGES`(?=\s`)"";""\WFRGS`(?=,`)"";""\WFRGS`(?=/`)"";""\WFRGS`(?=\s`)""	 Forges	3
""\WFRK`(?=,`)"";""\WFRK`(?=/`)"";""\WFRK`(?=\s`)"";""\WFORK`(?=,`)"";""\WFORK`(?=/`)"";""\WFORK`(?=\s`)""	 Fork	3
""\WFORKS`(?=\s`)"";""\WFRKS`(?=,`)"";""\WFRKS`(?=/`)"";""\WFRKS`(?=\s`)"";""\WFORKS`(?=,`)"";""\WFORKS`(?=/`)""	 Forks	3
""\WFORT`(?=,`)"";""\WFORT`(?=/`)"";""\WFRT`(?=,`)"";""\WFORT`(?=\s`)"";""\WFRT`(?=/`)"";""\WFT`(?=,`)"";""\WFRT`(?=\s`)"";""\WFT`(?=/`)"";""\WFT`(?=\s`)""	 Fort	3
""\WFREEWAY`(?=/`)"";""\WFREEWAY`(?=\s`)"";""\WFREEWY`(?=,`)"";""\WFREEWY`(?=/`)"";""\WFREEWY`(?=\s`)"";""\WFRWAY`(?=,`)"";""\WFRWAY`(?=/`)"";""\WFWY`(?=,`)"";""\WFRWAY`(?=\s`)"";""\WFWY`(?=/`)"";""\WFRWY`(?=,`)"";""\WFWY`(?=\s`)"";""\WFRWY`(?=/`)"";""\WFREEWAY`(?=,`)"";""\WFRWY`(?=\s`)"";""\bfwy\b""	 Freeway	3
""\WGARDEN`(?=\s`)"";""\WGRDEN`(?=,`)"";""\WGRDEN`(?=/`)"";""\WGARDN`(?=,`)"";""\WGRDEN`(?=\s`)"";""\WGARDN`(?=/`)"";""\WGRDN`(?=,`)"";""\WGDN`(?=,`)"";""\WGARDN`(?=\s`)"";""\WGRDN`(?=/`)"";""\WGDN`(?=/`)"";""\WGRDN`(?=\s`)"";""\WGDN`(?=\s`)"";""\WGARDEN`(?=,`)"";""\WGARDEN`(?=/`)""	 Garden	3
""\WGRDNS`(?=\s`)"";""\WGDNS`(?=\s`)"";""\WGARDENS`(?=,`)"";""\WGARDENS`(?=/`)"";""\WGARDENS`(?=\s`)"";""\WGRDNS`(?=,`)"";""\WGDNS`(?=,`)"";""\WGRDNS`(?=/`)"";""\WGDNS`(?=/`)""	 Gardens	3
""\WGATEWY`(?=,`)"";""\WGTWY`(?=/`)"";""\WGTWY`(?=\s`)"";""\WGATEWY`(?=/`)"";""\WGATEWY`(?=\s`)"";""\WGATWAY`(?=,`)"";""\WGATWAY`(?=/`)"";""\WGATWAY`(?=\s`)"";""\WGTWAY`(?=,`)"";""\WGATEWAY`(?=,`)"";""\WGTWAY`(?=/`)"";""\WGATEWAY`(?=/`)"";""\WGTWAY`(?=\s`)"";""\WGATEWAY`(?=\s`)"";""\WGTWY`(?=,`)""	 Gateway	3
""\WGLEN`(?=,`)"";""\WGLEN`(?=/`)"";""\WGLEN`(?=\s`)"";""\WGLN`(?=,`)"";""\WGLN`(?=/`)"";""\WGLN`(?=\s`)""	 Glen	3
""\WGLNS`(?=/`)"";""\WGLNS`(?=\s`)"";""\WGLENS`(?=,`)"";""\WGLENS`(?=/`)"";""\WGLENS`(?=\s`)"";""\WGLNS`(?=,`)""	 Glens	3
""\WGREEN`(?=,`)"";""\WGREEN`(?=/`)"";""\WGREEN`(?=\s`)"";""\WGRN`(?=,`)"";""\WGRN`(?=/`)"";""\WGRN`(?=\s`)""	 Green	3
""\WGRNS`(?=/`)"";""\WGRNS`(?=\s`)"";""\WGREENS`(?=,`)"";""\WGREENS`(?=/`)"";""\WGREENS`(?=\s`)"";""\WGRNS`(?=,`)""	 Greens	3
""\WGRV`(?=,`)"";""\WGRV`(?=/`)"";""\WGROV`(?=,`)"";""\WGRV`(?=\s`)"";""\WGROV`(?=/`)"";""\WGROV`(?=\s`)"";""\WGROVE`(?=,`)"";""\WGROVE`(?=/`)"";""\WGROVE`(?=\s`)""	 Grove	3
""\WGRVS`(?=,`)"";""\WGRVS`(?=/`)"";""\WGRVS`(?=\s`)"";""\WGROVES`(?=,`)"";""\WGROVES`(?=/`)"";""\WGROVES`(?=\s`)""	 Groves	3
""\WHARBR`(?=,`)"";""\WHRBOR`(?=/`)"";""\WHBR`(?=\s`)"";""\WHARBR`(?=/`)"";""\WHRBOR`(?=\s`)"";""\WHARB`(?=,`)"";""\WHARBR`(?=\s`)"";""\WHARB`(?=/`)"";""\WHARB`(?=\s`)"";""\WHARBOR`(?=,`)"";""\WHARBOR`(?=/`)"";""\WHARBOR`(?=\s`)"";""\WHBR`(?=,`)"";""\WHRBOR`(?=,`)"";""\WHBR`(?=/`)""	 Harbor	3
""\WHBRS`(?=,`)"";""\WHBRS`(?=/`)"";""\WHBRS`(?=\s`)"";""\WHARBORS`(?=,`)"";""\WHARBORS`(?=/`)"";""\WHARBORS`(?=\s`)""	 Harbors	3
""\WHAVEN`(?=,`)"";""\WHAVEN`(?=/`)"";""\WHAVEN`(?=\s`)"";""\WHAVN`(?=,`)"";""\WHAVN`(?=/`)"";""\WHAVN`(?=\s`)"";""\WHVN`(?=,`)"";""\WHVN`(?=/`)"";""\WHVN`(?=\s`)""	 Haven	3
""\WHGTS`(?=,`)"";""\WHGTS`(?=/`)"";""\WHGTS`(?=\s`)"";""\WHT`(?=,`)"";""\WHT`(?=/`)"";""\WHT`(?=\s`)"";""\WHEIGHT`(?=,`)"";""\WHTS`(?=,`)"";""\WHEIGHT`(?=/`)"";""\WHTS`(?=/`)"";""\WHEIGHT`(?=\s`)"";""\WHTS`(?=\s`)"";""\WHEIGHTS`(?=,`)"";""\WHEIGHTS`(?=/`)"";""\WHEIGHTS`(?=\s`)""	 Heights	3
""\WHWAY`(?=,`)"";""\WHWAY`(?=/`)"";""\WHWAY`(?=\s`)"";""\WHIGHWAY`(?=,`)"";""\WHWY`(?=,`)"";""\WHIGHWAY`(?=/`)"";""\WHIWAY`(?=,`)"";""\WHWY`(?=/`)"";""\WHIGHWAY`(?=\s`)"";""\WHIWAY`(?=/`)"";""\WHWY`(?=\s`)"";""\WHIGHWY`(?=,`)"";""\WHIWAY`(?=\s`)"";""\WHIGHWY`(?=/`)"";""\WHIWY`(?=,`)"";""\WHIGHWY`(?=\s`)"";""\WHIWY`(?=/`)"";""\WHIWY`(?=\s`)"";""HW "";""\bHWY\b"";""\bHY\b""	 Highway	3
""\WHILL`(?=\s`)"";""\WHL`(?=/`)"";""\WHL`(?=\s`)"";""\WHILL`(?=,`)"";""\WHILL`(?=/`)"";""\WHL`(?=,`)""	 Hill	3
""\WHILLS`(?=,`)"";""\WHILLS`(?=/`)"";""\WHILLS`(?=\s`)"";""\WHLS`(?=,`)"";""\WHLS`(?=/`)"";""\WHLS`(?=\s`)""	 Hills	3
""\WHOLLOW`(?=\s`)"";""\WHOLLOWS`(?=,`)"";""\WHOLLOWS`(?=/`)"";""\WHLLW`(?=,`)"";""\WHOLLOWS`(?=\s`)"";""\WHLLW`(?=/`)"";""\WHOLW`(?=,`)"";""\WHLLW`(?=\s`)"";""\WHOLW`(?=/`)"";""\WHOLW`(?=\s`)"";""\WHOLWS`(?=,`)"";""\WHOLWS`(?=/`)"";""\WHOLLOW`(?=,`)"";""\WHOLWS`(?=\s`)"";""\WHOLLOW`(?=/`)"";""\bHOLW\b""	 Hollow	3
""\WINLT`(?=/`)"";""\WINLT`(?=\s`)"";""\WINLET`(?=,`)"";""\WINLET`(?=/`)"";""\WINLET`(?=\s`)"";""\WINLT`(?=,`)""	 Inlet	3
""\WIS`(?=,`)"";""\WIS`(?=/`)"";""\WIS`(?=\s`)"";""\WISLAND`(?=,`)"";""\WISLAND`(?=/`)"";""\WISLND`(?=,`)"";""\WISLAND`(?=\s`)"";""\WISLND`(?=/`)"";""\WISLND`(?=\s`)""	 Island	3
""\WISLNDS`(?=\s`)"";""\WISS`(?=,`)"";""\WISS`(?=/`)"";""\WISS`(?=\s`)"";""\WISLANDS`(?=,`)"";""\WISLANDS`(?=/`)"";""\WISLNDS`(?=,`)"";""\WISLANDS`(?=\s`)"";""\WISLNDS`(?=/`)""	 Islands	3
""\WISLE`(?=,`)"";""\WISLE`(?=/`)"";""\WISLE`(?=\s`)"";""\WISLES`(?=,`)"";""\WISLES`(?=/`)"";""\WISLES`(?=\s`)""	 Isle	3
